Data,Filter,population,P,N,PositiveTest,NegativeTest,TP,TN,FP,FN,TPR,TNR,PPV,NPV,FPR,FDR,FNR,ACC,F1_score,MCC,informedness,markedness,prevalence,LRP,LRN,DOR,FOR
bionicresultsNoDups,Or Classifiers,844,61,783,26,818,20,777,6,41,0.32786885245901637,0.9923371647509579,0.7692307692307693,0.9498777506112469,0.007662835249042145,0.23076923076923078,0.6721311475409836,0.9443127962085308,0.45977011494252873,0.4798571402827843,0.3202060172099743,0.7191085198420162,0.07227488151658767,42.78688524590164,0.6773213494524969,63.17073170731708,0.05012224938875306
bionicresultsNoDups,Two Classifiers,844,61,783,7,837,7,783,0,54,0.11475409836065574,1.0,1.0,0.9354838709677419,0.0,0.0,0.8852459016393442,0.9360189573459715,0.20588235294117646,0.32764402656517216,0.11475409836065564,0.935483870967742,0.07227488151658767,inf,0.8852459016393442,inf,0.06451612903225806
bionicresultsNoDups,Three Classifiers,844,61,783,1,843,1,783,0,60,0.01639344262295082,1.0,1.0,0.9288256227758007,0.0,0.0,0.9836065573770492,0.9289099526066351,0.03225806451612903,0.12339631094040718,0.016393442622950838,0.9288256227758007,0.07227488151658767,inf,0.9836065573770492,inf,0.0711743772241993
bionicresults All,Bayes,844,61,783,2,842,0,781,2,61,0.0,0.9974457215836526,0.0,0.9275534441805225,0.002554278416347382,1.0,1.0,0.9253554502369669,0.0,-0.013603259678047647,-0.0025542784163473664,-0.07244655581947745,0.07227488151658767,0.0,1.002560819462228,0.0,0.07244655581947744
bionicresults All,complex Bayes,844,61,783,6,838,4,781,2,57,0.06557377049180328,0.9974457215836526,0.6666666666666666,0.931980906921241,0.002554278416347382,0.3333333333333333,0.9344262295081968,0.9300947867298578,0.11940298507462686,0.19423301990061848,0.06301949207545587,0.5986475735879075,0.07227488151658767,25.672131147540984,0.9368191263827376,27.403508771929825,0.06801909307875895
bionicresults All,lin Classifier,844,61,783,20,824,12,775,8,49,0.19672131147540983,0.9897828863346104,0.6,0.9405339805825242,0.010217113665389528,0.4,0.8032786885245902,0.9324644549763034,0.2962962962962963,0.3175088289128363,0.18650419781002014,0.5405339805825242,0.07227488151658767,19.254098360655735,0.8115705975674247,23.724489795918362,0.05946601941747573
bionicresults All,Filtersystem,844,61,783,25,819,14,772,11,47,0.22950819672131148,0.9859514687100894,0.56,0.9426129426129426,0.0140485312899106,0.44,0.7704918032786885,0.9312796208530806,0.32558139534883723,0.32907873899247353,0.21545966543140094,0.5026129426129426,0.07227488151658767,16.336810730253355,0.7814703134290325,20.905222437137333,0.057387057387057384
bionicresults All,USE,844,61,783,10,834,10,783,0,51,0.16393442622950818,1.0,1.0,0.9388489208633094,0.0,0.0,0.8360655737704918,0.9395734597156398,0.28169014084507044,0.39231321562996013,0.16393442622950816,0.9388489208633093,0.07227488151658767,inf,0.8360655737704918,inf,0.06115107913669065
bionicresults All,Or Classifiers,844,61,783,28,816,16,771,12,45,0.26229508196721313,0.9846743295019157,0.5714285714285714,0.9448529411764706,0.01532567049808429,0.42857142857142855,0.7377049180327869,0.9324644549763034,0.3595505617977528,0.35707946079333497,0.24696941146912876,0.516281512605042,0.07227488151658767,17.114754098360656,0.7491867066403012,22.84444444444444,0.05514705882352941
bionicresults All,Two Classifiers,844,61,783,10,834,10,783,0,51,0.16393442622950818,1.0,1.0,0.9388489208633094,0.0,0.0,0.8360655737704918,0.9395734597156398,0.28169014084507044,0.39231321562996013,0.16393442622950816,0.9388489208633093,0.07227488151658767,inf,0.8360655737704918,inf,0.06115107913669065
bionicresults AllNoDups,complex Bayes,844,61,783,5,839,4,782,1,57,0.06557377049180328,0.9987228607918263,0.8,0.932061978545888,0.001277139208173691,0.2,0.9344262295081968,0.9312796208530806,0.12121212121212122,0.21695418666467192,0.0642966312836295,0.7320619785458882,0.07227488151658767,51.34426229508197,0.9356211479602533,54.87719298245614,0.06793802145411204
bionicresults AllNoDups,lin Classifier,844,61,783,19,825,12,776,7,49,0.19672131147540983,0.9910600255427842,0.631578947368421,0.9406060606060606,0.008939974457215836,0.3684210526315789,0.8032786885245902,0.933649289099526,0.3,0.3277890568936281,0.187781337018194,0.5721850079744817,0.07227488151658767,22.004683840749415,0.8105247591684975,27.14868804664723,0.059393939393939395
bionicresults AllNoDups,Filtersystem,844,61,783,25,819,14,772,11,47,0.22950819672131148,0.9859514687100894,0.56,0.9426129426129426,0.0140485312899106,0.44,0.7704918032786885,0.9312796208530806,0.32558139534883723,0.32907873899247353,0.21545966543140094,0.5026129426129426,0.07227488151658767,16.336810730253355,0.7814703134290325,20.905222437137333,0.057387057387057384
bionicresults AllNoDups,USE,844,61,783,6,838,6,783,0,55,0.09836065573770492,1.0,1.0,0.9343675417661098,0.0,0.0,0.9016393442622951,0.9348341232227488,0.1791044776119403,0.3031583812269454,0.09836065573770503,0.9343675417661097,0.07227488151658767,inf,0.9016393442622951,inf,0.06563245823389022
